,location,total_sqft,bath,price,BHK
7248,Yeshwanthpur,650.0,1.0,40.0,1
7249,Yeshwanthpur,1500.0,3.0,100.0,3
7250,Yeshwanthpur,1167.0,2.0,64.08,2
7251,Yeshwanthpur,1164.0,2.0,64.08,2
7252,Yeshwanthpur,1520.0,3.0,85.0,3
7253,Yeshwanthpur,1677.0,3.0,92.13,3
7254,Yeshwanthpur,674.0,1.0,36.85,1
7255,Yeshwanthpur,1383.0,2.0,76.18,3
7256,Yeshwanthpur,672.0,1.0,36.85,1
7257,Yeshwanthpur,1162.0,2.0,64.08,2
7258,Yeshwanthpur,1166.0,2.0,64.08,2
7259,Yeshwanthpur,1692.0,3.0,108.0,3
7260,Yeshwanthpur,1169.0,2.0,64.08,2
7261,Yeshwanthpur,2500.0,5.0,185.0,6
7262,Yeshwanthpur,2500.0,3.0,138.0,3
7263,Yeshwanthpur,1160.0,2.0,64.08,2
7264,Yeshwanthpur,1676.0,3.0,92.13,3
7265,Yeshwanthpur,2503.0,3.0,138.0,3
7266,Yeshwanthpur,1855.0,3.0,135.0,3
7267,Yeshwanthpur,1876.0,3.0,160.0,3
7268,Yeshwanthpur,1675.0,3.0,92.13,3
7269,other,2770.0,4.0,290.0,3
7270,other,1100.0,2.0,48.0,2
7271,other,1250.0,3.0,56.0,3
7272,other,600.0,1.0,38.0,1
7273,other,869.0,2.0,36.0,2
7274,other,1270.0,2.0,50.0,2
7275,other,1500.0,2.0,185.0,2
7276,other,840.0,2.0,45.0,2
7277,other,4395.0,3.0,240.0,3
7278,other,845.0,2.0,55.0,2
7279,other,2511.0,3.0,205.0,3
7280,other,1660.0,2.0,105.0,3
7281,other,1450.0,2.0,70.0,3
7282,other,1200.0,2.0,65.0,2
7283,other,1200.0,3.0,90.0,3
7284,other,1007.0,2.0,43.0,2
7285,other,1200.0,2.0,50.0,2
7286,other,966.0,2.0,49.9,2
7287,other,782.0,2.0,55.68,2
7288,other,1800.0,3.0,120.0,3
7289,other,1413.0,2.0,75.0,3
7290,other,945.0,2.0,54.0,2
7291,other,1870.0,3.0,110.0,3
7292,other,1260.0,2.0,85.05,3
7293,other,1612.0,3.0,46.74,3
7294,other,2795.0,4.0,235.0,3
7295,other,1350.0,2.0,48.0,3
7296,other,1904.0,3.0,150.0,3
7297,other,2000.0,3.0,175.0,3
7298,other,1425.0,2.0,75.0,3
7299,other,1470.0,2.0,70.0,3
7300,other,1500.0,3.0,100.0,3
7301,other,1340.0,2.0,55.7,2
7302,other,1550.0,2.0,80.0,3
7303,other,1783.0,3.0,115.0,3
7304,other,912.0,2.0,70.0,3
7305,other,1207.0,2.0,43.5,2
7306,other,1798.0,3.0,89.0,3
7307,other,1580.0,3.0,100.0,3
7308,other,1415.0,3.0,78.0,3
7309,other,2000.0,4.0,75.5,4
7310,other,2405.0,4.0,260.0,3
7311,other,1500.0,2.0,115.0,2
7312,other,1148.0,2.0,60.0,2
7313,other,1110.0,2.0,55.0,2
7314,other,1500.0,2.0,65.0,3
7315,other,1080.0,2.0,39.0,2
7316,other,1060.0,2.0,60.0,2
7317,other,2600.0,8.0,180.0,8
7318,other,1644.0,3.0,84.0,3
7319,other,1285.0,2.0,72.5,2
7320,other,4050.0,3.0,280.0,3
7321,other,1060.0,2.0,55.0,2
7322,other,900.0,2.0,22.5,2
7323,other,1280.0,2.0,69.0,2
7324,other,3045.0,3.0,170.0,3
7325,other,1464.0,3.0,46.0,3
7326,other,700.0,1.0,26.0,2
7327,other,900.0,2.0,110.0,2
7328,other,4111.0,4.0,250.0,4
7329,other,1084.0,2.0,50.0,2
7330,other,950.0,2.0,47.0,2
7331,other,2000.0,4.0,120.0,4
7332,other,1560.0,3.0,115.0,3
7333,other,850.0,2.0,27.0,2
7334,other,1113.0,2.0,51.0,2
7335,other,1200.0,4.0,165.0,4
7336,other,1200.0,2.0,55.0,2
7337,other,1645.0,3.0,95.0,3
7338,other,1200.0,2.0,79.0,2
7339,other,1230.0,2.0,48.0,2
7340,other,1350.0,2.0,140.0,3
7341,other,1800.0,3.0,150.0,3
7342,other,1592.0,3.0,75.0,3
7343,other,1762.0,3.0,125.0,3
7344,other,950.0,2.0,50.0,2
7345,other,1308.0,2.0,89.04,2
7346,other,1200.0,3.0,90.0,3
7347,other,2023.71,3.0,275.0,3
7348,other,1629.0,3.0,79.0,3
7349,other,1460.0,2.0,58.0,2
7350,other,1185.0,2.0,38.0,2
7351,other,1760.0,3.0,88.0,3
7352,other,1069.0,2.0,55.0,2
7353,other,2150.0,4.0,240.0,3
7354,other,1450.0,3.0,55.0,3
7355,other,1630.0,3.0,68.29,3
7356,other,3309.0,4.0,325.0,4
7357,other,5000.0,9.0,360.0,11
7358,other,850.0,2.0,30.0,2
7359,other,1150.0,2.0,126.0,2
7360,other,1200.0,2.0,62.0,2
7361,other,4800.0,4.0,235.0,4
7362,other,1200.0,2.0,74.0,2
7363,other,1464.0,3.0,56.0,3
7364,other,2000.0,4.0,99.0,4
7365,other,1753.0,3.0,120.0,3
7366,other,1000.0,2.0,53.0,2
7367,other,720.0,2.0,45.0,2
7368,other,1300.0,3.0,58.0,3
7369,other,1115.0,2.0,40.0,2
7370,other,1200.0,3.0,165.0,4
7371,other,700.0,1.0,41.0,1
7372,other,1600.0,4.0,80.0,4
7373,other,1595.0,3.0,115.0,3
7374,other,1353.0,2.0,110.0,2
7375,other,1200.0,2.0,85.0,1
7376,other,1028.0,2.0,45.5,2
7377,other,1385.0,2.0,48.48,3
7378,other,1325.0,2.0,90.0,3
7379,other,1600.0,2.0,50.0,3
7380,other,1800.0,1.0,80.0,2
7381,other,1056.0,2.0,80.0,2
7382,other,1080.0,2.0,50.0,2
7383,other,1160.0,2.0,55.0,2
7384,other,1544.0,3.0,120.0,3
7385,other,1200.0,2.0,65.0,2
7386,other,540.0,1.0,36.0,1
7387,other,1578.0,3.0,180.0,3
7388,other,1180.0,2.0,42.0,2
7389,other,1600.0,2.0,115.0,2
7390,other,416.0,1.0,18.5,1
7391,other,1260.0,2.0,45.0,2
7392,other,1630.0,3.0,85.0,3
7393,other,834.0,1.0,60.0,1
7394,other,1125.0,4.0,70.0,3
7395,other,3000.0,5.0,260.0,4
7396,other,2160.0,5.0,250.0,6
7397,other,1400.0,3.0,60.0,3
7398,other,1375.0,3.0,70.0,3
7399,other,469.0,1.0,25.0,1
7400,other,3600.0,4.0,160.0,6
7401,other,1160.0,2.0,52.2,2
7402,other,1220.0,2.0,35.23,3
7403,other,1641.0,3.0,66.0,3
7404,other,1630.0,2.0,200.0,2
7405,other,2072.0,3.0,108.0,3
7406,other,1200.0,2.0,70.0,3
7407,other,1350.0,3.0,77.0,3
7408,other,4046.0,4.0,445.0,4
7409,other,1180.0,2.0,78.34,3
7410,other,1355.0,2.0,115.0,2
7411,other,600.0,1.0,50.0,1
7412,other,1875.0,3.0,165.0,3
7413,other,600.0,2.0,55.0,2
7414,other,2300.0,3.0,120.0,3
7415,other,1240.0,2.0,60.0,2
7416,other,1750.0,3.0,120.0,3
7417,other,1230.0,2.0,43.48,2
7418,other,950.0,2.0,44.0,2
7419,other,1092.0,2.0,98.5,3
7420,other,1045.0,2.0,45.0,2
7421,other,1570.0,3.0,62.0,3
7422,other,1855.0,3.0,225.0,3
7423,other,1325.0,3.0,57.0,3
7424,other,1200.0,3.0,85.0,4
7425,other,1202.0,2.0,48.0,2
7426,other,1200.0,2.0,62.5,2
7427,other,425.0,1.0,20.03,1
7428,other,1100.0,2.0,48.0,2
7429,other,600.0,1.0,60.0,1
7430,other,1468.0,2.0,140.0,2
7431,other,4300.0,5.0,550.0,4
7432,other,1750.0,3.0,85.0,3
7433,other,775.0,2.0,55.0,2
7434,other,1105.0,2.0,58.0,2
7435,other,1602.0,2.0,75.0,3
7436,other,1352.0,3.0,135.0,3
7437,other,1566.0,3.0,83.3,3
7438,other,1780.0,3.0,84.83,3
7439,other,1022.0,2.0,40.0,2
7440,other,1200.0,3.0,95.0,4
7441,other,1976.0,3.0,184.0,3
7442,other,5500.0,4.0,600.0,4
7443,other,1200.0,3.0,95.0,3
7444,other,2500.0,6.0,115.0,7
7445,other,823.0,2.0,28.0,2
7446,other,1180.0,2.0,69.0,2
7447,other,686.0,1.0,17.0,1
7448,other,1001.0,2.0,33.03,2
7449,other,1500.0,4.0,180.0,4
7450,other,2400.0,2.0,80.0,3
7451,other,1282.0,2.0,87.0,2
7452,other,1611.0,2.0,64.44,3
7453,other,1500.0,2.0,95.0,3
7454,other,1300.0,1.0,115.0,2
7455,other,1060.0,2.0,55.0,2
7456,other,530.0,1.0,20.0,1
7457,other,1350.0,2.0,80.0,2
7458,other,900.0,2.0,27.0,2
7459,other,2400.0,6.0,125.0,8
7460,other,1200.0,3.0,56.12,3
7461,other,1548.0,3.0,89.5,3
7462,other,1025.0,2.0,44.5,2
7463,other,1225.0,2.0,53.0,2
7464,other,1141.0,2.0,62.0,2
7465,other,4100.0,7.0,140.0,7
7466,other,1175.0,2.0,48.27,2
7467,other,950.0,1.0,40.0,1
7468,other,1209.0,2.0,50.0,2
7469,other,4200.0,5.0,225.0,5
7470,other,1800.0,3.0,90.0,3
7471,other,1600.0,4.0,125.0,5
7472,other,1563.0,3.0,52.0,3
7473,other,1135.0,2.0,39.73,2
7474,other,1405.0,2.0,70.0,2
7475,other,1480.0,3.0,90.0,3
7476,other,1600.0,3.0,90.0,3
7477,other,1200.0,4.0,135.0,4
7478,other,1200.0,2.0,35.0,2
7479,other,1500.0,3.0,115.0,3
7480,other,1824.0,3.0,125.0,3
7481,other,750.0,1.0,56.25,1
7482,other,1060.0,2.0,42.0,2
7483,other,1500.0,3.0,62.0,3
7484,other,1339.0,2.0,55.0,2
7485,other,1600.0,3.0,75.0,3
7486,other,1225.0,2.0,55.11,2
7487,other,1000.0,2.0,50.0,2
7488,other,6000.0,5.0,400.0,4
7489,other,2400.0,3.0,170.0,3
7490,other,1480.0,2.0,65.0,2
7491,other,1500.0,2.0,98.0,3
7492,other,3095.0,3.0,350.0,3
7493,other,910.0,2.0,30.5,2
7494,other,1200.0,1.0,28.0,1
7495,other,1500.0,3.0,100.0,3
7496,other,1133.0,2.0,55.0,2
7497,other,1560.0,5.0,145.0,5
7498,other,2900.0,5.0,90.0,5
7499,other,1560.0,3.0,188.0,3
7500,other,2000.0,3.0,85.0,3
7501,other,856.0,2.0,40.0,2
7502,other,1200.0,3.0,68.4,3
7503,other,14000.0,3.0,800.0,4
7504,other,485.0,1.0,15.0,1
7505,other,1384.0,3.0,62.28,3
7506,other,1508.0,3.0,70.25,3
7507,other,2150.0,4.0,80.0,4
7508,other,1600.0,3.0,52.0,3
7509,other,1250.0,2.0,62.0,2
7510,other,1200.0,3.0,130.0,3
7511,other,1050.0,2.0,67.0,2
7512,other,1596.0,3.0,105.0,3
7513,other,1800.0,3.0,80.0,3
7514,other,925.0,2.0,48.0,2
7515,other,1395.0,2.0,63.59,2
7516,other,1200.0,3.0,85.0,3
7517,other,1132.0,2.0,67.0,2
7518,other,1262.0,2.0,63.0,2
7519,other,1515.0,3.0,88.0,3
7520,other,1655.0,3.0,86.06,3
7521,other,5000.0,7.0,299.0,7
7522,other,1380.0,2.0,80.0,2
7523,other,1450.0,3.0,65.0,3
7524,other,1200.0,2.0,54.0,2
7525,other,4346.0,5.0,500.0,4
7526,other,1178.0,2.0,47.0,2
7527,other,1450.0,2.0,50.75,3
7528,other,999.0,2.0,45.0,2
7529,other,2200.0,3.0,187.0,3
7530,other,3329.0,3.0,330.0,3
7531,other,3600.0,4.0,300.0,4
7532,other,3500.0,3.0,450.0,4
7533,other,920.0,2.0,39.55,2
7534,other,1595.0,3.0,76.0,3
7535,other,1093.0,2.0,65.0,2
7536,other,1367.0,2.0,62.0,2
7537,other,1535.0,3.0,95.0,3
7538,other,1475.0,2.0,58.99,3
7539,other,1015.0,2.0,45.0,2
7540,other,1100.0,2.0,62.7,2
7541,other,930.0,2.0,45.0,2
7542,other,1650.0,2.0,80.0,3
7543,other,2197.0,4.0,280.0,3
7544,other,1240.0,2.0,46.0,3
7545,other,1100.0,2.0,60.0,2
7546,other,1600.0,3.0,172.0,4
7547,other,1450.0,2.0,85.0,3
7548,other,2000.0,3.0,166.0,4
7549,other,700.0,2.0,27.0,2
7550,other,1050.0,2.0,45.0,2
7551,other,1250.0,3.0,39.5,3
7552,other,1756.0,3.0,100.0,3
7553,other,1532.0,3.0,92.0,3
7554,other,1650.0,3.0,110.0,3
7555,other,1200.0,2.0,66.0,2
7556,other,1180.0,2.0,48.0,2
7557,other,1525.0,2.0,122.0,3
7558,other,1435.0,3.0,70.0,3
7559,other,1560.0,2.0,66.0,3
7560,other,1070.0,2.0,42.0,2
7561,other,2400.0,3.0,200.0,4
7562,other,1000.0,2.0,130.0,2
7563,other,1300.0,2.0,60.0,2
7564,other,3040.0,1.0,180.0,2
7565,other,1194.0,2.0,47.0,2
7566,other,1310.0,2.0,50.0,3
7567,other,1390.0,3.0,120.0,3
7568,other,1200.0,4.0,72.0,4
7569,other,1135.0,2.0,68.0,2
7570,other,900.0,2.0,55.0,2
7571,other,1378.0,2.0,42.33,3
7572,other,1210.0,2.0,62.0,2
7573,other,1464.0,3.0,56.0,3
7574,other,2500.0,3.0,250.0,3
7575,other,1600.0,3.0,80.0,3
7576,other,1250.0,3.0,39.5,3
7577,other,1000.0,4.0,66.0,3
7578,other,1100.0,2.0,50.0,2
7579,other,1269.72,2.0,68.0,2
7580,other,1168.0,3.0,70.0,3
7581,other,1552.0,2.0,51.0,2
7582,other,2100.0,4.0,155.0,4
7583,other,1300.0,2.0,65.0,2
7584,other,1515.0,3.0,93.93,3
7585,other,2400.0,5.0,85.0,4
7586,other,1243.0,2.0,58.0,2
7587,other,1616.0,3.0,75.0,3
7588,other,1800.0,6.0,44.5,5
7589,other,2700.0,4.0,214.0,6
7590,other,2000.0,3.0,210.0,3
7591,other,2400.0,4.0,300.0,5
7592,other,1760.0,3.0,176.0,3
7593,other,595.0,1.0,42.0,1
7594,other,1410.0,2.0,67.0,2
7595,other,1090.0,2.0,31.48,2
7596,other,1254.0,2.0,53.0,2
7597,other,2800.0,7.0,125.0,7
7598,other,1170.0,2.0,86.0,2
7599,other,2200.0,4.0,235.0,4
7600,other,1000.0,2.0,50.0,2
7601,other,920.0,2.0,35.0,2
7602,other,2400.0,3.0,142.0,4
7603,other,1280.0,2.0,40.0,2
7604,other,2000.0,3.0,85.0,3
7605,other,3817.0,2.0,124.0,2
7606,other,1650.0,3.0,175.0,3
7607,other,840.0,2.0,27.0,2
7608,other,1670.0,3.0,91.86,3
7609,other,1242.0,2.0,39.7,2
7610,other,1690.0,2.0,55.0,3
7611,other,1488.0,3.0,57.0,3
7612,other,1250.0,2.0,80.0,3
7613,other,1650.0,4.0,160.0,3
7614,other,1494.0,2.0,94.55,3
7615,other,800.0,2.0,50.0,2
7616,other,1225.0,2.0,150.0,2
7617,other,1260.0,2.0,58.0,2
7618,other,3675.0,4.0,367.0,4
7619,other,1200.0,2.0,150.0,2
7620,other,1250.0,2.0,65.0,2
7621,other,1225.0,2.0,48.0,2
7622,other,1350.0,2.0,80.0,2
7623,other,2000.0,3.0,100.0,3
7624,other,1614.0,3.0,110.0,3
7625,other,1188.0,2.0,73.0,2
7626,other,680.0,2.0,42.0,2
7627,other,2400.0,2.0,95.0,2
7628,other,1045.0,2.0,42.0,2
7629,other,955.0,2.0,53.55,2
7630,other,1115.0,2.0,56.87,2
7631,other,2479.13,3.0,215.0,3
7632,other,1100.0,2.0,106.0,2
7633,other,1690.0,3.0,75.0,3
7634,other,1068.0,2.0,40.05,2
7635,other,1925.0,3.0,120.0,3
7636,other,650.0,1.0,26.0,1
7637,other,1410.0,2.0,45.12,3
7638,other,2000.0,3.0,207.0,3
7639,other,1050.0,2.0,110.0,2
7640,other,1130.0,3.0,38.0,3
7641,other,900.0,2.0,45.0,2
7642,other,1550.0,2.0,70.0,3
7643,other,916.0,2.0,42.0,2
7644,other,1358.0,3.0,50.0,3
7645,other,1936.0,2.0,54.21,3
7646,other,1685.0,2.0,110.0,3
7647,other,850.0,2.0,33.0,2
7648,other,1550.0,3.0,110.0,3
7649,other,500.0,1.0,20.0,1
7650,other,1146.0,2.0,38.5,2
7651,other,3155.0,4.0,370.0,3
7652,other,1765.0,3.0,105.0,3
7653,other,1265.0,2.0,70.0,2
7654,other,1012.0,2.0,59.0,2
7655,other,2045.0,4.0,154.0,3
7656,other,4400.0,9.0,120.0,7
7657,other,2400.0,4.0,280.0,6
7658,other,581.91,2.0,25.0,1
7659,other,1158.0,2.0,85.0,3
7660,other,925.0,2.0,51.0,2
7661,other,1415.0,2.0,110.0,2
7662,other,1210.0,2.0,60.0,2
7663,other,1150.0,2.0,40.25,2
7664,other,1100.0,2.0,55.0,2
7665,other,4750.0,5.0,600.0,4
7666,other,1840.0,3.0,155.0,3
7667,other,1350.0,2.0,185.0,2
7668,other,824.0,2.0,60.0,2
7669,other,1340.0,2.0,100.0,3
7670,other,1620.0,2.0,110.0,3
7671,other,1533.0,3.0,115.0,3
7672,other,1560.0,3.0,85.0,3
7673,other,1375.0,2.0,48.06,3
7674,other,750.0,1.0,25.0,1
7675,other,1270.0,2.0,50.79,3
7676,other,1375.0,2.0,85.0,3
7677,other,1095.0,2.0,40.0,2
7678,other,1440.0,2.0,60.33,3
7679,other,1200.0,2.0,49.5,2
7680,other,975.0,2.0,43.0,2
7681,other,2800.0,4.0,200.0,5
7682,other,900.0,2.0,42.0,2
7683,other,1500.0,3.0,88.0,3
7684,other,1010.0,2.0,46.0,2
7685,other,1140.0,2.0,76.0,2
7686,other,1198.0,2.0,84.0,2
7687,other,4000.0,4.0,520.0,4
7688,other,1470.0,4.0,34.5,4
7689,other,1370.0,2.0,75.0,2
7690,other,1316.0,2.0,55.5,2
7691,other,1050.0,2.0,43.0,2
7692,other,2400.0,7.0,110.0,6
7693,other,1000.0,1.0,55.0,2
7694,other,1200.0,2.0,125.0,2
7695,other,1200.0,2.0,50.0,2
7696,other,1313.0,2.0,58.27,2
7697,other,936.0,2.0,42.0,2
7698,other,1050.0,1.0,70.0,1
7699,other,1200.0,2.0,80.0,3
7700,other,1256.0,2.0,60.0,2
7701,other,1020.0,2.0,37.0,2
7702,other,830.0,2.0,34.0,2
7703,other,1210.0,2.0,40.0,2
7704,other,1520.0,2.0,62.0,2
7705,other,2300.0,3.0,80.0,3
7706,other,400.0,1.0,14.0,1
7707,other,946.0,2.0,38.0,2
7708,other,1575.0,4.0,150.0,5
7709,other,860.0,1.0,43.0,2
7710,other,4800.0,5.0,629.0,4
7711,other,1200.0,2.0,70.0,2
7712,other,1767.0,3.0,98.0,3
7713,other,1700.0,3.0,80.0,3
7714,other,6040.0,4.0,170.0,5
7715,other,1300.0,2.0,79.0,2
7716,other,1311.0,2.0,48.0,2
7717,other,3500.0,4.0,350.0,4
7718,other,1400.0,2.0,55.0,3
7719,other,1000.0,2.0,110.0,3
7720,other,1942.0,3.0,102.0,3
7721,other,1000.0,2.0,53.0,2
7722,other,950.0,2.0,45.0,2
7723,other,1022.0,2.0,52.0,2
7724,other,2000.0,3.0,25.0,4
7725,other,1800.0,4.0,145.0,4
7726,other,990.0,2.0,44.55,2
7727,other,2400.0,3.0,260.0,3
7728,other,1533.0,3.0,85.0,3
7729,other,1475.0,3.0,70.0,3
7730,other,1135.0,2.0,55.0,2
7731,other,1452.55,2.0,110.0,2
7732,other,2357.0,3.0,151.0,3
7733,other,1170.0,2.0,105.0,2
7734,other,1411.0,3.0,91.72,3
7735,other,1200.0,3.0,44.0,2
7736,other,3095.0,3.0,375.0,3
7737,other,1350.0,2.0,67.5,2
7738,other,1100.0,3.0,78.0,3
7739,other,1240.0,2.0,43.79,2
7740,other,3600.0,4.0,365.0,4
7741,other,1175.0,2.0,48.27,2
7742,other,4000.0,4.0,170.0,4
7743,other,1945.0,3.0,120.0,3
7744,other,1465.0,2.0,74.72,3
7745,other,1650.0,3.0,165.0,3
7746,other,1550.0,2.0,150.0,3
7747,other,1360.0,2.0,59.27,3
7748,other,1150.0,2.0,75.0,3
7749,other,1200.0,3.0,74.0,3
7750,other,1229.0,3.0,86.03,3
7751,other,1030.0,2.0,61.0,2
7752,other,600.0,1.0,32.0,1
7753,other,1165.0,2.0,135.0,2
7754,other,1107.0,2.0,33.0,2
7755,other,1520.0,3.0,80.0,3
7756,other,3000.0,4.0,240.0,4
7757,other,1050.0,2.0,38.0,2
7758,other,1315.0,2.0,90.0,2
7759,other,1210.0,2.0,72.0,2
7760,other,11338.0,9.0,1000.0,6
7761,other,1215.0,3.0,42.2,3
7762,other,30000.0,4.0,2100.0,4
7763,other,1445.0,3.0,64.0,3
7764,other,1170.0,2.0,68.0,2
7765,other,1600.0,2.0,110.0,2
7766,other,955.0,1.0,34.01,2
7767,other,1370.0,2.0,75.0,3
7768,other,1187.0,2.0,45.0,2
7769,other,1980.0,3.0,224.0,3
7770,other,1100.0,2.0,38.45,2
7771,other,1700.0,3.0,97.0,3
7772,other,1900.0,3.0,160.0,3
7773,other,1360.0,3.0,55.0,3
7774,other,1100.0,2.0,75.0,2
7775,other,1929.0,3.0,115.0,3
7776,other,3161.0,4.0,214.0,4
7777,other,1020.0,2.0,40.0,2
7778,other,3515.0,3.0,420.0,3
7779,other,1051.0,2.0,33.0,2
7780,other,1100.0,2.0,70.0,2
7781,other,1455.0,2.0,56.0,3
7782,other,4200.0,4.0,255.0,4
7783,other,1200.0,2.0,55.0,2
7784,other,700.0,1.0,41.0,1
7785,other,1300.0,2.0,49.0,3
7786,other,1400.0,2.0,67.0,2
7787,other,1200.0,2.0,53.0,2
7788,other,1535.0,3.0,55.0,3
7789,other,3000.0,3.0,250.0,3
7790,other,1100.0,2.0,61.0,2
7791,other,1260.0,1.0,41.0,1
7792,other,1500.0,1.0,37.5,1
7793,other,600.0,1.0,17.0,1
7794,other,1360.0,2.0,65.0,3
7795,other,1165.0,2.0,75.0,2
7796,other,1272.0,4.0,75.0,3
7797,other,965.0,2.0,45.0,2
7798,other,1600.0,5.0,140.0,5
7799,other,780.0,2.0,25.0,2
7800,other,1000.0,2.0,65.0,3
7801,other,1121.0,2.0,43.72,2
7802,other,2400.0,4.0,325.0,3
7803,other,674.0,1.0,19.9,2
7804,other,1463.0,1.0,142.0,2
7805,other,1306.0,2.0,58.0,3
7806,other,2401.0,3.0,185.0,3
7807,other,1875.0,2.0,235.0,3
7808,other,1200.0,3.0,90.0,3
7809,other,1160.0,2.0,46.39,2
7810,other,1225.0,2.0,47.0,2
7811,other,890.0,1.0,75.0,1
7812,other,1110.0,2.0,51.0,2
7813,other,1300.0,2.0,54.0,2
7814,other,2400.0,3.0,290.0,3
7815,other,960.0,2.0,32.0,2
7816,other,1690.0,3.0,100.0,3
7817,other,799.0,2.0,38.0,2
7818,other,1355.0,3.0,61.0,3
7819,other,1350.0,2.0,90.0,2
7820,other,1460.0,3.0,88.0,3
7821,other,1685.0,3.0,95.0,3
7822,other,1194.0,2.0,46.0,2
7823,other,800.0,1.0,52.0,1
7824,other,4000.0,5.0,280.0,4
7825,other,1100.0,2.0,53.0,2
7826,other,792.0,2.0,70.0,2
7827,other,2000.0,4.0,103.0,5
7828,other,1147.0,2.0,54.0,2
7829,other,2400.0,5.0,235.0,5
7830,other,2100.0,3.0,75.0,3
7831,other,1215.0,2.0,46.5,3
7832,other,461.82,1.0,31.7,1
7833,other,1500.0,2.0,85.0,3
7834,other,1065.0,2.0,50.0,2
7835,other,1205.0,2.0,42.18,2
7836,other,1260.0,2.0,75.0,2
7837,other,1199.0,2.0,50.0,2
7838,other,12000.0,12.0,525.0,10
7839,other,1070.0,2.0,33.0,2
7840,other,2820.0,3.0,285.0,3
7841,other,1950.0,3.0,130.0,3
7842,other,1326.0,2.0,62.17,2
7843,other,1350.0,2.0,140.0,3
7844,other,4051.0,4.0,345.0,4
7845,other,1308.0,2.0,92.66,2
7846,other,2100.0,3.0,170.0,3
7847,other,1991.0,3.0,160.0,3
7848,other,1234.0,2.0,61.0,2
7849,other,1200.0,3.0,66.0,3
7850,other,2220.0,4.0,65.0,3
7851,other,3000.0,4.0,342.0,4
7852,other,2400.0,6.0,245.0,6
7853,other,1069.0,2.0,55.0,2
7854,other,1375.0,2.0,105.0,2
7855,other,1693.0,3.0,108.0,3
7856,other,1160.0,2.0,41.75,2
7857,other,900.0,2.0,45.0,2
7858,other,1175.0,2.0,48.0,2
7859,other,1200.0,2.0,50.0,2
7860,other,600.0,2.0,23.0,2
7861,other,1364.0,2.0,70.0,2
7862,other,1150.0,2.0,77.5,3
7863,other,1146.0,2.0,39.5,2
7864,other,1110.0,2.0,41.0,2
7865,other,1156.0,2.0,49.5,2
7866,other,1247.0,2.0,59.8,2
7867,other,1058.0,2.0,60.0,2
7868,other,900.0,1.0,30.0,1
7869,other,1672.0,3.0,150.0,3
7870,other,1500.0,2.0,65.0,3
7871,other,1400.0,2.0,65.0,2
7872,other,1250.0,3.0,139.0,3
7873,other,1468.0,3.0,130.0,2
7874,other,1166.0,2.0,53.0,2
7875,other,900.0,2.0,46.0,2
7876,other,1190.0,3.0,55.0,3
7877,other,1480.0,2.0,145.0,3
7878,other,1500.0,3.0,65.0,3
7879,other,820.0,2.0,24.0,2
7880,other,2280.0,3.0,285.0,3
7881,other,2000.0,3.0,200.0,3
7882,other,1033.0,2.0,32.0,3
7883,other,1460.0,2.0,73.0,3
7884,other,1080.0,2.0,75.0,3
7885,other,2400.0,2.0,150.0,3
7886,other,1070.0,2.0,35.0,2
7887,other,1125.0,2.0,75.0,2
7888,other,1596.0,3.0,95.0,3
7889,other,1639.0,3.0,123.0,3
7890,other,920.0,2.0,37.0,2
7891,other,525.0,1.0,26.0,1
7892,other,1740.0,3.0,199.0,3
7893,other,1372.0,2.0,90.0,3
7894,other,885.0,2.0,40.0,2
7895,other,6200.0,5.0,720.0,5
7896,other,1490.0,2.0,59.6,3
7897,other,1650.0,4.0,99.0,4
7898,other,925.0,2.0,63.0,2
7899,other,1200.0,3.0,95.0,4
7900,other,1200.0,2.0,79.0,2
7901,other,2500.0,3.0,270.0,3
7902,other,1584.0,3.0,145.0,4
7903,other,1570.0,3.0,115.0,3
7904,other,3000.0,3.0,400.0,3
7905,other,2400.0,6.0,130.0,6
7906,other,1680.0,3.0,85.0,3
7907,other,875.0,2.0,33.0,2
7908,other,1464.0,2.0,56.0,2
7909,other,1750.0,3.0,180.0,3
7910,other,1500.0,1.0,160.0,2
7911,other,2100.0,6.0,275.0,6
7912,other,1200.0,2.0,50.0,2
7913,other,705.0,1.0,36.5,1
7914,other,1340.0,3.0,77.0,3
7915,other,1800.0,3.0,70.0,3
7916,other,925.0,2.0,42.0,2
7917,other,1230.0,2.0,57.0,2
7918,other,1200.0,2.0,125.0,2
7919,other,1270.0,2.0,175.0,4
7920,other,1200.0,3.0,130.0,3
7921,other,3595.0,6.0,360.0,4
7922,other,1485.0,3.0,85.0,3
7923,other,1100.0,2.0,39.5,2
7924,other,3100.0,5.0,385.0,4
7925,other,1219.0,2.0,40.0,2
7926,other,1200.0,4.0,150.0,4
7927,other,3259.0,3.0,270.0,3
7928,other,3200.0,3.0,190.0,4
7929,other,970.0,2.0,40.0,2
7930,other,596.0,1.0,42.0,1
7931,other,10000.0,16.0,550.0,16
7932,other,1200.0,4.0,110.0,4
7933,other,1910.0,3.0,190.0,3
7934,other,1405.0,2.0,70.0,3
7935,other,1800.0,3.0,65.0,3
7936,other,1750.0,3.0,149.0,3
7937,other,1360.0,2.0,65.0,3
7938,other,985.0,2.0,63.0,2
7939,other,1300.0,2.0,129.0,2
7940,other,1490.0,2.0,88.0,3
7941,other,620.0,1.0,25.0,2
7942,other,4428.0,4.0,255.0,4
